Name,Revenue,HQ Location,Country,Revenue_M,Main Broker,Main Insurer,Hubspot
Le Grand Bé **** Hôtel Restaurant Spa Golden Tulip,16374599.0,"France, Occitanie, Sète, 1 Place Des Freres Lamennais, 35400",France,16.374599,,,
Hôtel Le Nouveau Monde,16374599.0,"France, Brittany, Saint-malo",France,16.374599,,,
Le Grand Hôtel Spa & Thalasso 5*,16374599.0,"France, Nouvelle-aquitaine, Saint-jean-de-luz, 43 Boulevard Thiers, 64500",France,16.374599,,,
Château De Saulon,16374599.0,"France, Bourgogne-franche-comté, Saulon-la-rue, 67 Route De Dijon, 21910",France,16.374599,,,
Le Louis Versailles Château - MGallery,16362684.0,"France, Île-de-france, Versailles, 2 Bis Avenue De Paris, 78000",France,16.362684,,,
Best Western Plus - Le Clos Syrah,16362684.0,"France, Auvergne-rhône-alpes, Valence, Boulevard Pierre Tezier, 26000",France,16.362684,,,
Rotisol,16362684.0,"France, Île-de-france, Chelles, Av. Gustave Eiffel Z.i. La Trentaine, 77507",France,16.362684,,,
FAC HOTEL,16127832.0,"France, Île-de-france, Paris, 8 Rue Lincoln, 75008",France,16.127832,,,
VILLAGE MONTANA HOLIDAYS,16114629.0,"France, Auvergne-rhône-alpes, Albertville, 21 Avenue Des Chasseurs Alpins, 73200",France,16.114629,,,
Clarance Hotel Lille,15933898.0,"France, Hauts-de-france, Lille, 32 Rue De La Barre, 59000",France,15.933898,,,
Les Bordes Estate,15789792.0,"France, Loire Valley, 41220",France,15.789792,,,
Hôtel Marielle Val Thorens,15733350.0,"France, Val, 327 Rue Du Soleil, 73440",France,15.73335,,,
VICARTEM,15733350.0,"France, Brittany, Rennes, 35 Boulevard De La Liberté, 35000",France,15.73335,,,
Agence WEBCOM,15733350.0,"France, Île-de-france, Paris, 229 Rue Saint-honoré, 75001",France,15.73335,,,
MADEHO,15733350.0,"France, Île-de-france, Paris, 16 Avenue Hoche, 75008",France,15.73335,,,
La Réserve De Saint-Jean-de-Luz,15733350.0,"France, Nouvelle-aquitaine, Saint-jean-de-luz, 1 Avenue Gaëtan Bernoville, 64500",France,15.73335,,,
Domaine De La Forêt DOrient Logis Hôtel**** Restaurant Spa & Golf,15733350.0,"France, Rouilly Sacey Champagne, 5 Route De Géraudot, 10220",France,15.73335,,,
Hôtel Boucan Canot**** Ile De La Réunion,15526293.0,"Réunion, Saint-gilles-les-bains, 32 Rue De Boucan Canot, 97434",Réunion,15.526293,,,
Hotellerie France,15412990.0,"France, Île-de-france, Paris",France,15.41299,,,
Hotel Le Cinq Hyper Centre ****,15412990.0,"France, Auvergne-rhône-alpes, Chambéry",France,15.41299,,,
Le Méridien Paris Arc De Triomphe,15283742.0,"France, Île-de-france, Paris",France,15.283742,,,
6717 Nature Hôtel Spa - Le Clos Des Délices,15204985.0,"France, Ottrott, 17 Route De Klingenthal, 67530",France,15.204985,,,
Exsel Authentic Hotels,15204985.0,"Réunion, L'hermitage Saint-gilles-les-bains, 81 Avenue De Bourbon, 97434",Réunion,15.204985,,,
XPERTEO - Conseil En Yield Management,15204985.0,"France, Île-de-france, Paris, 40 Rue Damremont, 75018",France,15.204985,,,
Le Pavillon De La Reine & Spa,15204985.0,"France, Île-de-france, Paris, 28 Place Des Vosges, 75003",France,15.204985,,,
Misterbooking,15204985.0,"France, Provence-alpes-côte D'azur, Bouc-bel-air, 625 Rue Des Roseaux, 13320",France,15.204985,,,
LCS Propreté,15204985.0,"France, Île-de-france, Saint-ouen-l'aumône, 38 Avenue Du Fond De Vaux, 95310",France,15.204985,,,
Montempô Appart Hôtels,15204985.0,"France, Île-de-france, Paris, 31 Rue D'amsterdam, 75008",France,15.204985,,,
HOTEL ALTAPURA*****,15204985.0,"France, Val, Rue Du Soleil, 73440",France,15.204985,,,
Le 1932 Hotel & Spa Cap D'Antibes MGallery,15104016.0,"France, Provence-alpes-côte D'azur, Antibes, 5 Avenue Saramartel",France,15.104016,,,
Le Palais Gallien Hôtel & Spa,15104016.0,"France, Nouvelle-aquitaine, Bordeaux, 144 Rue Abbé De L'epée, 33000",France,15.104016,,,
Hôtel Le Saint-Rémy 5*****,15104016.0,"France, Provence-alpes-côte D'azur, Saint-rémy-de-provence, 16 Boulevard Victor Hugo, 13210",France,15.104016,,,
LA CLÉ GROUP,15104016.0,"France, Île-de-france, Paris, 20 Rue Bachaumont, 75002",France,15.104016,,,
Hôtel Le Belmont Paris,15104016.0,"France, Île-de-france, Paris, 30 Rue De Bassano, 75116",France,15.104016,,,
ACTEM'OTEL,14970718.0,"France, Occitanie, Sète, Ecoparc Départementale 25 Rue De La Gariguette, 34130",France,14.970718,,,
Hôtel Les Roches Blanches Cassis,14786835.0,"France, Provence-alpes-côte D'azur, Cassis, 9 Avenue Des Calanques, 13260",France,14.786835,,,
UMIH,14729168.0,"France, Provence-alpes-côte D'azur, Nice",France,14.729168,,,
Biografy,14620178.0,"France, Île-de-france, Paris, 32 Avenue De L'opéra, 75002",France,14.620178,,,
SOWELL Hôtels & Résidences,14620178.0,"France, Provence-alpes-côte D'azur, Aix-en-provence",France,14.620178,,,
Domaine Misíncu,14620178.0,"France, Cagnano, Lieu Dit Misincu, 20228",France,14.620178,,,
VILLA MAÏA,14620178.0,"France, Rhône-alpes, Lyon, 8 Rue Du Professeur Pierre Marion, 69005",France,14.620178,,,
La Réserve Ramatuelle - Hotel Spa And Villas,14611521.0,"France, Ramatuelle, Chemin De La Quessine, 83350",France,14.611521,,,
Evok Collection,14611521.0,"France, Île-de-france, Paris",France,14.611521,,,
Sofitel Thalassa Sea & Spa France,14539511.0,"France, Île-de-france, Paris",France,14.539511,,,
Caphotel,14539511.0,"France, Centre, Saran",France,14.539511,,,
Prince De Galles A Luxury Collection Hotel,14539511.0,"France, Île-de-france, Paris",France,14.539511,,,
D-EDGE Hospitality Solutions,14500000.0,"France, Île-de-france, Paris",France,14.5,,,
Beautiful Life Hotels,14474682.0,"France, Brittany, Rennes, 3500",France,14.474682,,,
CHATEAU DE COURBAN & SPA NUXE,14474682.0,"France, Bourgogne, Courban, 7 Rue Du Lavoir, 21520",France,14.474682,,,
Chateau D'Isenbourg,14474682.0,"France, Rouffach, 9 Rue De Pfaffenheim, 68250",France,14.474682,,,
Lou Calen,14474682.0,"France, Cotignac, 1 Cours Gambetta, 83570",France,14.474682,,,
DOMAINE DE SUZEL,14474682.0,"France, Vignieu, 267 Route De Suzel, 38890",France,14.474682,,,
LIFE HOTELS,14474682.0,"France, Nouvelle-aquitaine, Marseille - Bordeaux",France,14.474682,,,
Hôtel De France Nice,14474682.0,"France, Provence-alpes-côte D'azur, Nice, 58 Rue De France, 06000",France,14.474682,,,
Mon Hôtesse Bien-Aimée,14421219.0,"France, Île-de-france, Paris",France,14.421219,,,
Hôtel De Paris Saint-Tropez 5*,14421219.0,"France, Saint-tropez, 1 Traverse De La Gendarmerie, 83390",France,14.421219,,,
Le Domaine Du Mas De Pierre,14160723.0,"France, Provence-alpes-côte D'azur, Saint-paul-de-vence",France,14.160723,,,
Expérience CRM,14160723.0,"France, Île-de-france, Paris, 128 Rue La Boétie, 75008",France,14.160723,,,
Westotel Hôtels - Resorts - Apparts,14102775.0,"France, Pays De La Loire, Nantes, 44240",France,14.102775,,,
Hôtel Thalazur Arcachon,14035371.0,"France, Nouvelle-aquitaine, Arcachon, 9 Avenue Du Parc",France,14.035371,,,
Leitmotiv,14035371.0,"France, Île-de-france, Paris, 5 Rue Clément Marot, 75008",France,14.035371,,,
GRAND HOTEL DE CALA ROSSA & SPA NUCCA *****,14035371.0,"France, Lecci, Route De Cala Rossa, 20137",France,14.035371,,,
The Great Hospitality,14035371.0,"France, Île-de-france, Paris, 74 Rue Du Commerce, 75015",France,14.035371,,,
Collection Rivages,14035371.0,"France, Provence-alpes-côte D'azur, Grimaud, 125 Résidence Les Jardins De La Mer, 83310",France,14.035371,,,
Le Domaine Du Colombier,14035371.0,"France, Auvergne-rhône-alpes, Malataverne, 270 Chemin De Malombre, 26780",France,14.035371,,,
Maison Des Ambassadeurs,14035371.0,"France, Nouvelle-aquitaine, La Rochelle, 43 Rue Du Minage, 17000",France,14.035371,,,
HIGHSTAY,14035371.0,"France, Île-de-france, Paris, 336 Rue Saint-honoré, 75001",France,14.035371,,,
Hôtel Chalet Mounier,14035371.0,"France, Les, 2 Rue De La Chapelle, 38860",France,14.035371,,,
Le Manoir De Gressy,13999936.0,"France, Gressy, 2 Chemin Des Carrosses, 77410",France,13.999936,,,
Te Moana Tahiti Resort,13845348.0,"French Polynesia, Îles Du Vent, Punaauia, 98703",French Polynesia,13.845348,,,
LE MANOIR DU LYS,13845348.0,"France, Normandy, Bagnoles-de-l'orne, 61140 Lieu-dit La Croix Gautier, 61140",France,13.845348,,,
Hôtel Saint-Georges,13801150.0,"Guadeloupe, Guadeloupe, Saint-claude, 189 Rue Gratien Parize, 97120",Guadeloupe,13.80115,,,
Hôtel Le Burgundy Paris,13787675.0,"France, Île-de-france, Paris",France,13.787675,,,
Hôtel LÉlysée Val D'Europe,13658022.0,"France, Île-de-france, Serris, 7 Cours Du Danube, 77700",France,13.658022,,,
Hôtel Plage Palace,13617774.0,"France, Hérault, Palavas Les Flots, 336 Avenue, 34250",France,13.617774,,,
DOMAINE DE BELLEVUE,13450563.0,"France, Neufmoutiers En Brie, 19 Rue De L'église, 77610",France,13.450563,,,
Grand Hôtel Des Bains,13450563.0,"France, Brittany, Locquirec, 15 Rue De L'église, 29241",France,13.450563,,,
Hôtel De L'Abbaye,13450563.0,"France, Auvergne-rhône-alpes, Lyon, 20 Rue De L'abbaye D'ainay, 69002",France,13.450563,,,
Le Château De Fère Hôtel & Spa *****,13450563.0,"France, Picardie, Fère En Tardenois, Route De Fismes, 02130",France,13.450563,,,
Grand Hôtel Soleil D'Or,13450563.0,"France, Auvergne-rhône-alpes, Megève, 255 Rue Charles Feige, 74120",France,13.450563,,,
Château De La Bégude,13450563.0,"France, Provence-alpes-côte D'azur, Opio, Route De Roquefort Les Pins, 06650",France,13.450563,,,
Le Fregate Provence**** Hotel And Golf,13326637.0,"France, Provence-alpes-côte D'azur, Saint-cyr-sur-mer",France,13.326637,,,
Le Domaine De Baulieu,13216014.0,"France, Occitanie, Auch, 822 Chemin De Lussan, 32000",France,13.216014,,,
Victoria Garden Appart'Hôtels,13216014.0,"France, Nouvelle-aquitaine, Bordeaux, 33000 Rue Poitevin, 33000",France,13.216014,,,
Le Fer À Cheval - Megève,13216014.0,"France, Ra, Megève, 36 Rte Du Cret, 74120",France,13.216014,,,
HOTELS LIBERTEL,13216014.0,"France, Île-de-france, Paris, 106 Boulevard De Magenta, 75010",France,13.216014,,,
Le Domaine De Montjoie,13216014.0,"France, Occitanie, Ramonville-saint-agne, 63 Avenue De L'aéropostale, 31520",France,13.216014,,,
RMD-Technologies,13216014.0,"France, Nouvelle-aquitaine, La Rochelle, 17 Rue Jean Perrin, 17000",France,13.216014,,,
Le Grand Hôtel Le Touquet,13062536.0,"France, Le, 4 Boulevard De La Canche, 62520",France,13.062536,,,
Paris J'Adore Hotel & Spa - 5,12865756.0,"France, Île-de-france, Paris, 7 Rue Beudant, 75017",France,12.865756,,,
La Sivolière,12865756.0,"France, Savoie, Courchevel, 444 Route Des Chenus, 73120",France,12.865756,,,
Golf Hôtel Mont Griffon,12865756.0,"France, Luzarches, Route Départementale 909, 95270",France,12.865756,,,
Ecole Hôteliere Renouveau,12865756.0,"France, Auvergne-rhône-alpes, Saint-genest-lerpt, Allée Des Bois Chateau Colcombet, 42530",France,12.865756,,,
DYNAMO,12865756.0,"France, Île-de-france, Paris, 70 Boulevard De Magenta, 75010",France,12.865756,,,
CONTINENTAL REIMS,12661682.0,"France, Erlon, 93 Place Drouet D, 51100",France,12.661682,,,
Les Jardins Intérieurs,12586680.0,"France, Ardeche, Saint Privat, Quartier Du Buis, 07200",France,12.58668,,,
DOMAINE DE ROCHEBOIS,12586680.0,"France, Vitrac, 24200",France,12.58668,,,
SCSP Hotels,12586680.0,"France, Auvergne-rhône-alpes, Lyon",France,12.58668,,,
Domaine Et Golf De Vaugouard,12586680.0,"France, Centre, Fontenay-sur-loing, Chemin Des Bois, 45210",France,12.58668,,,
Le Choiseul,12586680.0,"France, Centre, Amboise, 36 Quai Charles Guinot, 37400",France,12.58668,,,
Campanile PRIME Lyon Part-Dieu,12586680.0,"France, Auvergne-rhône-alpes, Lyon, 31 Rue Maurice Flandin, 69003",France,12.58668,,,
BoutiqueHotel,12586680.0,"France, Île-de-france, Paris, 9 Avenue Laumiere",France,12.58668,,,
NANTES CAMPING - LE PETIT PORT *****,12586680.0,"France, Pays De La Loire, Nantes, 21 Boulevard Du Petit Port, 44300",France,12.58668,,,
Novotel Nice Centre Vieux Nice,12586680.0,"France, Provence-alpes-côte D'azur, Nice, 8/10 Esplanade Du Parvis De L'europe, 06300",France,12.58668,,,
DISINI Hôtel - Restaurant - Spa,12586680.0,"France, Occitanie, Castries, 1 Rue Des Carrières, 34160",France,12.58668,,,
International Services - Hospitality Recruitment,12586680.0,"France, Brittany, Lorient, 14 Rue Du Sous-marin Vénus, 56100",France,12.58668,,,
LE GRAND HÔTEL & SPA,12586680.0,"France, Lorraine, Gerardmer, Place Du Tilleul, 88400",France,12.58668,,,
Domaine De Manville,12416157.0,"France, Les, Domaine De Manville, 13520",France,12.416157,,,
Les Airelles,12297111.0,"France, Auvergne-rhône-alpes, Courchevel",France,12.297111,,,
Best Western Premier Why Hotel Lille,12280949.0,"France, Hauts-de-france, Lille, 7 Square Morisson, 59800",France,12.280949,,,
PLEY Hotel Paris,12280949.0,"France, Île-de-france, Paris",France,12.280949,,,
Domaine De La Corniche,12280949.0,"France, Rolleboise, 5 Route De La Corniche",France,12.280949,,,
Collection Saint-Siméon,12280949.0,"France, Normandy, Honfleur, 20 Rue Adolphe Marais, 14600",France,12.280949,,,
In Auris,12142634.0,"France, Provence-alpes-côte D'azur, Roquebrune-sur Argens, 8 Impasse Jean Racine, 83380",France,12.142634,,,
HÔTEL LE CEP*****,11957346.0,"France, Bourgogne-franche-comté, Beaune, 27 Rue Maufoux, 21200",France,11.957346,,,
Château Lafaurie-Peyraguey - Hôtel & Restaurant LALIQUE,11957346.0,"France, Nouvelle-aquitaine, Bommes, 1707 Route Des Gourgues, 33210",France,11.957346,,,
Maranatha Gestion Hôtelière,11957346.0,"France, Provence-alpes-côte D'azur, Marseille, 148 Traverse De La Martine, 13011",France,11.957346,,,
Orso Hotels,11957346.0,"France, Île-de-france, Paris, 201 Rue Du Faubourg Saint-honoré, 75008",France,11.957346,,,
Dormy House Etretat - Hôtel & Séminaires,11957346.0,"France, Etretat, Route Du Havre, 76790",France,11.957346,,,
Smart E Hotels,11957346.0,"France, Île-de-france, Puteaux, 1 Place Des Degrés, 92800",France,11.957346,,,
Groupe SIGHOR,11838158.0,"France, Auvergne-rhône-alpes, Clermont-ferrand",France,11.838158,,,
Sud Corse Hôtellerie,11696142.0,"France, Corsica, Porto-vecchio, 20137",France,11.696142,,,
Hôtel Des Princes,11696142.0,"France, Auvergne-rhône-alpes, Chambéry, 4 Rue De Boigne, 73000",France,11.696142,,,
KOSY Appart'hôtels,11696142.0,France,France,11.696142,,,
Hôtel & Spa Les Violettes****,11696142.0,"France, Grand Est, Jungholtz, Route De Thierenbach, 68500",France,11.696142,,,
Althoff Villa Belrose,11696142.0,"France, Var, Gassin, Boulevard Des Crêtes, 83580",France,11.696142,,,
Hôtel Le Kaïla***** Méribel,11685647.0,"France, Savoie, Méribel, 124 Rue Des Jeux Olympiques, 73550",France,11.685647,,,
2LCollection,11328012.0,"France, Île-de-france, Paris, Place Des États-unis, 75116",France,11.328012,,,
Domaine Dolomieu,11328012.0,"France, Isère, Dolomieu, 205 Rue Du Château, 38110",France,11.328012,,,
Le Celtique & Spa - Hôtel - Restaurant - Spa - Séminaire,11328012.0,"France, Brittany, Carnac, 82 Avenue Des Druides, 56340",France,11.328012,,,
SER-HOTEL,11328012.0,"France, Provence-alpes-côte D'azur, Vallauris, 2791 Chemin Saint Bernard Immeuble Les Moulins A, 06220",France,11.328012,,,
Hotel-Restaurant Bel Ami,11328012.0,"France, Pacy Sur Eure, 1 Rue Isambard, 27120",France,11.328012,,,
European Voyages,11328012.0,"France, Île-de-france, Paris, 250 Boulevard Saint-germain, 75007",France,11.328012,,,
ENTEGRA FRANCE,11328012.0,"France, Île-de-france, Boulogne-billancourt, 33 Avenue Émile Zola, 92100",France,11.328012,,,
Hotel Abbaye De Talloires,11193906.0,"France, Talloires, Chemin Des Moines, 74290",France,11.193906,,,
Backyou,11193906.0,"France, Bourgogne, Cluny, 71250",France,11.193906,,,
Encore Mieux,11193906.0,"France, Île-de-france, Paris, 33 Avenue Du Maine, 75015",France,11.193906,,,
DoubleTree By Hilton Lyon Eurexpo,11193906.0,"France, Saint Priest, 160 Cours Du 3e Millénaire, 69800",France,11.193906,,,
Spa Marin Du Val André ****,11190002.0,"France, Brittany, Pléneuf-val-andré, Rue Charles De Gannes, 22370",France,11.190002,,,
Château Des Tourelles,11111335.0,"France, Pays De La Loire, Pornichet",France,11.111335,,,
Fiap-Paris Hébergement & Séminaires,11111335.0,"France, Île-de-france, Paris",France,11.111335,,,
Hôtel West End Nice,11111335.0,"France, Provence-alpes-côte D'azur, Nice, 31 Promenade Des Anglais, 06000",France,11.111335,,,
GRAND MESS Clermont-Ferrand,11111335.0,"France, Auvergne-rhône-alpes, Clermont-ferrand, 15 Rue De L'éminée, 63000",France,11.111335,,,
Relais De L'Hermitage Saint-Gilles,11111335.0,"France, Saint Gilles Les Bains, 123 Avenue Leconte De Lisle, 97434",France,11.111335,,,
Infinite By Gekko,11111335.0,"France, Île-de-france, Issy-les-moulineaux, 82 Rue Henry Farman, 92130",France,11.111335,,,
Baumanière *****,11111335.0,"France, Les, 900 Provence, 13520",France,11.111335,,,
Les Sources De Cheverny,11053507.0,"France, Nouvelle-aquitaine, Bordeaux",France,11.053507,,,
Auberge Du Jeu De Paume,11035257.0,"France, Hauts-de-france, Chantilly",France,11.035257,,,
Latoy,10890724.0,"France, Île-de-france, Paris",France,10.890724,,,
Pearl Resorts Of Tahiti,10732375.0,"French Polynesia, Îles Du Vent, Papeete, 24 Bis Rue Paul Gauguin, 98717",French Polynesia,10.732375,,,
Fauchon L'Hôtel Paris,10704705.0,"France, Île-de-france, Paris",France,10.704705,,,
CAJA HOTELS,10704705.0,"France, Île-de-france, Paris, 216 Rue Du Faubourg Saint-honoré, 75008",France,10.704705,,,
Sofitel Le Scribe Paris Opéra,10698678.0,"France, Île-de-france, Paris",France,10.698678,,,
Golden Tulip Aix-les-Bains,10698678.0,"France, Auvergne-rhône-alpes, Aix-les-bains, 16 Avenue Charles De Gaulle, 73100",France,10.698678,,,
Groupe Kolibri,10698678.0,"France, Brittany, Lorient, 1 Rue D'estienne D'orves Celtic Submarine, 56100",France,10.698678,,,
Vichy Spa Hôtel Les Célestins,10698678.0,"France, Auvergne-rhône-alpes, Vichy",France,10.698678,,,
HOTEL OXO,10698678.0,"France, Nouvelle-aquitaine, Biarritz, 38 Avenue De Verdun, 64200",France,10.698678,,,
Mercure Lyon Genas Eurexpo,10698678.0,"France, Auvergne-rhône-alpes, Genas, 36 Rue Antoine Pinay, 69740",France,10.698678,,,
HOTEL LA ZOOLOGIE,10698678.0,"France, Nouvelle-aquitaine, Bordeaux, 151 Cours De La Marne, 33800",France,10.698678,,,
Grand Prix Hôtel & Restaurant***,10698678.0,"France, Le, 3100 Route Des Hauts Du Camp, 83330",France,10.698678,,,
AICR France,10680479.0,"France, Île-de-france, Paris, 74 Boulevard Edgar Quinet C/o Hôtel Les Artistes, 75014",France,10.680479,,,
Lavorel Hotels,10541984.0,"France, Auvergne-rhône-alpes, Lyon",France,10.541984,,,
J.K.Place Paris,10530137.0,"France, Île-de-france, Paris, 82 Rue De Lille, 75007",France,10.530137,,,
Van Der Valk Hotel Paris CDG Airport,10526528.0,"France, Île-de-france, Roissy-en-france, 351 Avenue Du Bois De La Pie, 95700",France,10.526528,,,
Vichy Spa International,10526528.0,"France, Auvergne-rhône-alpes, Vichy, 1-3 Avenue Du Président Eisenhower, 03200",France,10.526528,,,
EMERIA Dinard Hôtel Thalasso & Spa,10526528.0,"France, Brittany, Dinard",France,10.526528,,,
